Average_of_Ratings,Average_Number_of_Reviews,Total_Number_of_Reviews,Total_Returned,Data_License
4.57,226,2034,9,2588770
3,56.75,454,8,2588772
4.6,20,20,1,2588796
3.7,54,54,1,2588811
4.1,40,40,1,2588813
3.9,69,69,1,2588850
4.4,101,101,1,2588863
4.8,4,4,1,2588904
4.2,284,568,2,2588947
4.2,511.25,4090,8,2588975
3.2,31,62,2,2589004
3.35,37,148,4,2589014
4.5,623,623,1,2589015
4.3,98,196,2,2589016
4.3,156.5,626,4,2589047
3.3,9,9,1,2589051
3.95,1295.5,2591,2,2589058
3.95,259,1036,4,2589071
3.93,144.67,434,3,2589073
2.4,9,9,1,2589079
4.3,7,14,2,2589092
4.65,20.5,41,2,2589109
4.5,139,139,1,2589169
0,0,0,1,2589271
4.23,403,1209,3,2589272
4.9,31,31,1,2589286
4.5,109,109,1,2589366
4.6,234,234,1,2589428
4.28,1297.6,6488,5,2589456
4.8,21,42,2,2589519
4.7,1604,1604,1,2589540
4.4,404.33,1213,3,2589550
4.3,169,169,1,2589569
4.45,131.33,788,6,2589574
4.3,251,502,2,2589605
4.3,121,484,4,2589611
4.6,63,63,1,2589747
4.4,135,135,1,2589784
4.4,227,227,1,2589789
4.07,221.5,1329,6,2589794
3.85,83,166,2,2589808
2.4,25,50,2,2589819
5,9,9,1,2589825
3.9,66,264,4,2589876
4.6,195,390,2,2589927
4.5,241,482,2,2589935
4.8,72,72,1,2589994
4.8,72,72,1,2589995
4.2,553,1106,2,2589996
3.7,62,62,1,2590018
4.2,6,12,2,2590051
3.32,214,856,4,2590079
4.7,18,18,1,2590089
4.7,18,18,1,2590090
3.83,629.14,4404,7,2590104
4.57,572.67,1718,3,2590155
4.7,9,9,1,2590159
4.9,15,15,1,2590170
4.6,135,270,2,2590204
3,5,5,1,2593639
4.4,229,229,1,2594571
4.6,232,232,1,2594572
4.4,107.5,215,2,2594598
4.5,116,116,1,2594607
4.1,250,250,1,2594642
4.5,714.5,2858,4,2594730
4.6,20,20,1,2594741
4.9,8,8,1,2594835
4.2,6,12,2,2594955
4.1,897.5,1795,2,2594983
4.35,449.5,899,2,2595135
4.7,69,138,2,2595199
5,21,21,1,2595207
4.6,112,112,1,2595246
4.5,82,82,1,2595253
3.3,20.2,101,5,2595272
4.5,36,36,1,2595277
4.6,122,122,1,2595283
4.5,612,612,1,2595327
4.8,135,270,2,2595346
4.1,55,55,1,2595374
4.2,38,76,2,2595377
4.35,73.5,294,4,2595407
4.1,726,1452,2,2595418
4.25,128.5,257,2,2595423
4.25,128.5,257,2,2595426
5,15,15,1,2595463
4.2,135,270,2,2595470
4.8,51,51,1,2595508
4.8,51,51,1,2595509
4.6,130,130,1,2595526
3.96,256,1792,7,2595536
3.96,256,1792,7,2595544
4.3,115,115,1,2595642
3.9,161.5,646,4,2595646
3.9,161.5,646,4,2595647
4.4,219,438,2,2595661
4.45,363.5,1454,4,2595673
4.3,54,162,3,2595692
4.2,216,432,2,2595743
4.75,46.5,93,2,2595755
4.8,43,43,1,2595758
3.16,131.25,1050,8,2595773
4.9,14,14,1,2595879
4.9,14,14,1,2595880
4.5,206,206,1,2595883
4.2,18,18,1,2595894
4.35,859,1718,2,2595939
4.4,7,7,1,2595999
4.7,26,26,1,2600358
4.8,95,95,1,2600364
4.5,60,60,1,2600403
4.5,17,17,1,2600420
4.5,17,17,1,2600421
2.5,1,4,4,2600445
4.6,48,48,1,2600464
4.1,249,249,1,2600491
4.5,969,1938,2,2600522
4.5,969,969,1,2600523
3.64,7,35,5,2600534
3.5,19,19,1,2600635
3.9,651,1302,2,2600682
3.6,11,11,1,2600684
4.7,15,15,1,2600725
4,149,149,1,2600733
4.4,36,72,2,2600751
4.4,42,84,2,2600757
4.1,66,132,2,2600763
4.2,159,159,1,2600792
4.8,141,282,2,2600801
4.9,8,8,1,2600842
4.35,223.25,893,4,2600906
4.28,397,1588,4,2600994
4.28,397,1588,4,2600995
4.3,58,58,1,2601001
2.9,37,222,6,2601035
4.2,297.88,2383,8,2601058
4.4,20,20,1,2601086
4.5,13,13,1,2601147
4.3,518.67,1556,3,2601152
4.3,190,190,1,2601183
4.2,123,123,1,2601224
4.5,195,195,1,2601246
4.5,195,390,2,2601247
4.2,13,13,1,2601331
4.2,13,13,1,2601332
4.15,262,524,2,2601357
4.8,25,150,6,2601406
2.05,14,56,4,2601424
4,149,149,1,2601469
4.5,34,68,2,2601470
4.8,76,152,2,2601569
3.44,55.2,276,5,2601590
3.44,55.2,276,5,2601591
4.3,65,195,3,2601599
5,1,1,1,2601605
3.9,95,95,1,2601610
2.35,1.5,3,2,2601664
4.5,876,876,1,2601736
3.48,5.89,53,9,2601744
4.4,158,316,2,2601769
3.8,193,193,1,2601770
5,1,1,1,2601787
4.5,769.67,4618,6,2601820
4.5,769.67,4618,6,2601821
4.3,55,110,2,2601831
3.7,35,35,1,2601849
4.7,36,36,1,2601899
4.3,256,256,1,2601903
4.2,284.5,1138,4,2601918
4.2,284.5,1138,4,2601919
4.4,142,142,1,2601943
4.5,68,68,1,2601991
4.4,110.33,331,3,2602073
4.2,45,90,2,2602078
4.8,144,432,3,2602146
4.5,88,88,1,2602206
4.8,67,67,1,2602226
0,0,0,1,2602233
5,5,5,1,2608049
4.6,28,56,2,2608056
4.3,175,700,4,2608171
4.29,120.43,843,7,2608177
4.5,110,110,1,2608263
0,0,0,1,2608325
0,0,0,1,2608326
1.8,8,16,2,2608346
4.6,180,180,1,2608385
5,8,8,1,2608427
3.5,6,12,2,2608521
3.6,117,117,1,2608522
4.9,42,84,2,2608532
3.6,11,11,1,2608552
4.5,995,995,1,2608572
4.5,232,464,2,2608589
4.5,232,464,2,2608590
3.85,266,532,2,2608631
4.6,16,16,1,2608651
4.3,890.88,7127,8,2608716
4.8,174,174,1,2608816
5,1,1,1,2608891
4.8,62,62,1,2608975
4.6,197,394,2,2609018
5,4,8,2,2609051
3,3,3,1,2609055
4.4,192,192,1,2609093
4,29,58,2,2609095
4.7,272,544,2,2609099
4.05,189.5,379,2,2609100
4.9,180,180,1,2609145
4.35,549.5,3297,6,2609157
4.5,789,789,1,2609185
0,0,0,1,2609209
2.5,4,12,3,2609221
4.1,29,29,1,2609228
4.25,721.5,1443,2,2609244
4.2,54,54,1,2609256
4.42,299.75,1199,4,2609334
3.9,236.5,473,2,2609367
4.3,47,94,2,2609439
5,66,66,1,2609440
4.7,203.33,1830,9,2609485
4.3,256,256,1,2609614
0,0,0,1,2609641
4.4,18,18,1,2609644
4.6,47,47,1,2609650
4.1,78,78,1,2609668
4.05,527,2108,4,2609679
4.9,26,26,1,2609714
4.55,239,956,4,2609722
4.7,71,71,1,2609784
4.7,71,71,1,2609785
5,23,23,1,2609793
4.25,537,2148,4,2609815
4.25,537,2148,4,2609816
4.1,30,30,1,2615533
4.6,111,111,1,2615541
2.3,4.5,9,2,2615552
4.4,687,1374,2,2615555
4.4,687,1374,2,2615556
5,2,2,1,2615560
4.7,1439,1439,1,2615574
3.74,72.88,583,8,2615645
4.9,18,18,1,2615661
4.9,18,18,1,2615662
4.5,94,94,1,2615664
4.6,267.8,1339,5,2615672
4.6,267.8,1339,5,2615673
4.6,267.8,1339,5,2615674
4.8,83,249,3,2615723
4.7,143,1144,8,2615751
2.8,15,15,1,2615760
4.3,41,41,1,2615762
2.45,9.5,19,2,2615801
4.7,53,106,2,2615818
4.75,191.5,383,2,2615889
4.75,191.5,383,2,2615890
4.2,510,510,1,2615910
4.4,117,117,1,2616016
4.6,64,64,1,2616190
3.9,136,680,5,2616196
4.8,55,55,1,2616198
4,63,126,2,2616223
4.3,52,52,1,2616267
4.3,52,52,1,2616268
0,0,0,3,2616365
4.08,115,575,5,2616447
1.53,7.33,22,3,2616479
1.53,7.33,22,3,2616480
4.4,208,208,1,2616615
4.7,83,83,1,2616616
4.8,242,242,1,2616624
4.9,9,9,1,2616647
4.8,22,22,1,2616669
3.92,39.88,319,8,2616683
4.4,57,57,1,2616696
2,35,70,2,2616796
4.7,88,88,1,2616836
0,0,0,2,2616846
2.05,125,250,2,2616859
3.88,250.25,1001,4,2616868
5,38,38,1,2616946
5,38,38,1,2616947
2.6,177,177,1,2616987
4.6,54,54,1,2617025
4.22,48,240,5,2617034
4.7,66,132,2,2617051
4.7,131,262,2,2617056
4.6,171,171,1,2617087
4.6,171,171,1,2617088
4.6,171,171,1,2617143
0,0,0,2,2617147
4.7,150,150,1,2617175
5,5.5,22,4,2617177
4.5,89,178,2,2617180
4.75,191.5,383,2,2617190
4.8,21,21,1,2617199
4.17,116,348,3,2617212
4.6,75,75,1,2617275
0,0,0,1,2617364
3.9,33,66,2,2617376
4.3,149,149,1,2617403
4.7,946,2838,3,2617404
4.9,10,10,1,2617456
3.7,157.33,472,3,2617464
4.8,43,43,1,2617529
4.85,1610.5,3221,2,2617564
4.8,209,209,1,2621121
3.8,205,410,2,2621202
3.8,205,410,2,2621203
4.2,38,38,1,2621254
4.2,38,38,1,2621255
4.6,9,9,1,2621265
3.1,75,150,2,2621281
4.7,7,14,2,2621282
4.3,162,324,2,2621319
4,219,438,2,2621360
4,219,438,2,2621361
4.3,4,4,1,2621363
4.3,4,4,1,2621364
4.3,4,4,1,2621365
4.8,217,217,1,2621507
5,13,13,1,2621517
4.47,54.67,164,3,2621643
4.35,1328.5,2657,2,2621644
4.7,22,22,1,2621661
4.7,22,22,1,2621662
4.7,22,22,1,2621663
4.7,22,22,1,2621664
4.1,87,87,1,2621779
3.6,24,24,1,2621794
3.6,24,24,1,2621797
4.35,1328.5,2657,2,2621811
4.8,423,423,1,2621838
4,94,94,1,2621839
4.1,315,630,2,2621841
4.1,315,315,1,2621842
4.4,124,124,1,2621858
4.3,96,96,1,2621867
4.7,145,435,3,2621898
4.7,145,290,2,2621899
4.7,145,145,1,2621900
4.3,1149,1149,1,2622011
4.4,861.5,5169,6,2622063
4.6,86,86,1,2622153
0,0,0,2,2622213
4.5,309,618,2,2622236
4.35,1328.5,2657,2,2622245
4.5,172,172,1,2622405
5,8,8,1,2622576
4.3,601,1803,3,2622590
4.3,601,1803,3,2622591
4.4,749,749,1,2622638
4.4,749,749,1,2622639
4.3,43,86,2,2622669
4.3,43,86,2,2622670
4.4,26,52,2,2622688
2.2,9.25,74,8,2622757
2.2,9.25,74,8,2622758
4.27,114.33,343,3,2622793
4.8,140,140,1,2622890
4.9,34,34,1,2622945
4.5,1251,2502,2,2622973
4.35,430,860,2,2622979
4.85,12.5,50,4,2623001
0,0,0,2,2623023
4.6,66,66,1,2623062
3.6,33,33,1,2623066
2.3,3,3,1,2623068
4.45,166,664,4,2626249
4.35,774,1548,2,2626282
4.3,298,596,2,2626305
4.6,181,181,1,2626306
3.8,643,643,1,2626414
3.9,72,72,1,2626424
4.9,10,30,3,2626430
4.9,105,105,1,2626483
3.99,329.43,2306,7,2626543
4.2,6,6,1,2626551
3.7,31,62,2,2626563
3.7,31,31,1,2626564
5,1,1,1,2626594
5,1,1,1,2626596
4.3,6,6,1,2626610
4.9,56,56,1,2626654
3.7,66,132,2,2626726
3.7,66,132,2,2626727
3.9,75,300,4,2626768
0,0,0,1,2626926
4.5,709,1418,2,2626956
4.2,18,18,1,2627016
4.25,30.5,122,4,2627034
4.4,194,388,2,2627144
4.4,194,388,2,2627145
4.7,19,38,2,2627213
4.8,93,279,3,2627215
4.5,6,6,1,2627220
4.6,217,434,2,2627300
4.6,217,434,2,2627302
4.6,217,434,2,2627306
4.4,341,341,1,2627347
4.7,107,214,2,2627373
4.7,169,507,3,2627381
4.25,69,138,2,2627385
4.25,69,138,2,2627386
4.5,18,18,1,2627466
4.5,18,18,1,2627467
4.5,18,18,1,2627468
4.73,219.33,1316,6,2627486
3.3,3,12,4,2627506
4.3,29,29,1,2627519
4.8,25,50,2,2627555
4.62,10.2,51,5,2627645
4.5,1546,1546,1,2627692
3.7,28,28,1,2627726
4.6,163,163,1,2627731
4.6,163,163,1,2627732
4.6,163,326,2,2627736
4.6,163,163,1,2627737
4.6,163,163,1,2627738
4.6,163,163,1,2627740
5,1,3,3,2630666
4.6,40,40,1,2630707
4.8,109,109,1,2630722
4.6,238,238,1,2630731
3.3,3,3,1,2630904
3.35,37,296,8,2630959
4.18,264.5,2116,8,2631026
4.7,123,246,2,2631035
4.7,123,246,2,2631036
4.5,71,71,1,2631060
4.3,38,38,1,2631065
4.1,98,294,3,2631070
4.3,132,528,4,2631080
4.32,101.5,406,4,2631111
4.2,348,2088,6,2631122
4.17,152.67,916,6,2631124
4.17,152.67,916,6,2631125
4.17,152.67,916,6,2631126
4.2,510,510,1,2631127
4.9,21,42,2,2631164
4.75,38,152,4,2631270
4.75,38,152,4,2631272
4.1,195,585,3,2631290
4.3,1191,2382,2,2631368
4.2,54.5,218,4,2631374
4.4,24,24,1,2631426
5,2,2,1,2631476
4.6,59,118,2,2631601
4.52,104.6,523,5,2631672
5,8,8,1,2631695
3,7,7,1,2631697
4.2,40,80,2,2631706
4.25,446.25,3570,8,2631727
4.6,49,147,3,2631745
4.42,929.75,7438,8,2631798
4.4,42,42,1,2631850
4.2,6,36,6,2631866
4.2,74,148,2,2631868
5,10,20,2,2631894
4.7,34,68,2,2631898
4.6,279,558,2,2631929
4.4,43,43,1,2631942
4.4,43,86,2,2631943
4.45,26.5,212,8,2631965
3.6,11,11,1,2631990
2.87,45.33,272,6,2632018
4.45,84,168,2,2632048
4.45,84,168,2,2632050
4.45,84,168,2,2632052
4.45,751.5,1503,2,2632138
4.6,937,937,1,2632168
4,556,556,1,2632172
4,556,556,1,2632173
4.7,72,72,1,2632186
4.3,378,378,1,2632227
4.7,191,382,2,2632242
4.7,231,693,3,2632243
4.7,231,693,3,2632244
4.7,23,92,4,2632295
4.7,23,69,3,2632296
4.7,23,46,2,2632298
4.35,229,458,2,2632312
4.35,228.5,457,2,2632313
5,8,16,2,2632314
4.5,24,48,2,2632336
4.45,166,664,4,2636157
3.45,628,2512,4,2636193
5,47,188,4,2636216
4.5,1504,3008,2,2636244
4.5,220,660,3,2636260
4.07,7,63,9,2636268
5,3,3,1,2636301
4.3,71,142,2,2636322
4.7,66,66,1,2636362
0,0,0,2,2636365
4.75,123,738,6,2636386
0,0,0,2,2636448
3.5,161,322,2,2636476
4.8,14,14,1,2636528
4.9,42,42,1,2636550
4.2,126,252,2,2636552
4.2,126,252,2,2636553
4.5,209,209,1,2636557
4.5,273,273,1,2636559
4.5,273,273,1,2636560
4,1551,3102,2,2636636
4.6,70,140,2,2636637
4.17,194,1164,6,2636662
4.5,137,137,1,2636681
4.7,318,318,1,2636694
2.85,6.38,51,8,2636726
4.6,163,163,1,2636781
3.33,2.67,16,6,2636784
4.6,8,8,1,2636840
4.6,8,8,1,2636841
4.43,905.67,5434,6,2636843
4.43,905.67,5434,6,2636845
4.43,905.67,5434,6,2636847
4,101,101,1,2636850
4.6,49,49,1,2636891
3,2,4,2,2636919
5,5,5,1,2636926
4.7,88,88,1,2636946
4.47,92.67,556,6,2636959
5,1,1,1,2636972
4.34,329.2,1646,5,2637007
4.55,209.5,419,2,2637040
5,19,19,1,2637055
4.3,684,684,1,2637070
4.3,250.5,501,2,2637083
4.3,250.5,501,2,2637085
4.7,27,54,2,2637089
4.5,124,124,1,2637101
4.7,10,10,1,2637111
4.7,10,10,1,2637113
4.5,104,208,2,2637117
4.77,156.33,1407,9,2637126
4.7,32,64,2,2637127
4.5,32,64,2,2637146
4.5,32,32,1,2637147
4.07,346.33,2078,6,2637174
5,1,1,1,2637185
4.5,16,16,1,2637192
4.55,45.5,91,2,2637197
4.7,59,59,1,2637248
4.1,67,67,1,2637263
4.5,337.83,2027,6,2637264
2.5,2,4,2,2637268
4.8,22,44,2,2637283
0,0,0,1,2637315
4.67,266,798,3,2637321
4.6,16,16,1,2637358
4.5,477,954,2,2637390
4.65,380,760,2,2641210
4.5,67,134,2,2641233
4.6,75,150,2,2641268
3.8,29,58,2,2641275
4.4,79,237,3,2641279
3.77,44.67,268,6,2641282
4.5,48,96,2,2641287
4.2,91,91,1,2641353
4.65,12,24,2,2641358
5,18,18,1,2641367
5,18,18,1,2641368
5,18,18,1,2641369
4.8,163,326,2,2641399
4.2,5,10,2,2641413
0,0,0,1,2641427
0,0,0,2,2641431
2.57,1.33,8,6,2641436
4.45,210.5,421,2,2641454
4.45,210.5,421,2,2641455
4.4,91,91,1,2641464
3.8,86.33,518,6,2641468
4.4,591,1182,2,2641469
4.4,39,39,1,2641480
4.4,39,39,1,2641483
4.8,66.5,399,6,2641534
4.5,15.43,108,7,2641576
4.5,15.43,108,7,2641578
4.5,15.43,108,7,2641579
4.7,116,116,1,2641587
4.3,292.67,878,3,2641588
4.7,12,36,3,2641611
4.8,114,342,3,2641613
3.9,163.33,490,3,2641667
4.9,8,16,2,2641735
4.35,549.5,2198,4,2641754
4.35,549.5,2198,4,2641755
3,2,2,1,2641758
5,1,2,2,2641775
4.4,15,30,2,2641817
0,0,0,3,2641828
4.7,140,420,3,2641857
5,2,8,4,2641863
4.9,10,20,2,2641888
4.3,55,110,2,2641896
3,75,225,3,2641902
4.3,253,506,2,2641912
4.6,235,235,1,2641926
5,1,1,1,2641927
4.6,74,222,3,2641932
3.4,7,14,2,2641935
4.9,21,21,1,2641941
4.6,49,147,3,2641943
4.1,43,43,1,2641966
4.1,43,43,1,2641967
4.7,7,21,3,2641972
4.2,161,644,4,2641992
4.57,226,2034,9,2641997
3.3,13,13,1,2642003
4.5,201,201,1,2642060
4.8,88,88,1,2642096
4.8,88,88,1,2642097
4.3,323,323,1,2642103
4.7,91,273,3,2642127
4.23,636.33,1909,3,2642142
5,7,14,2,2642149
4,322,644,2,2642161
4,6,12,2,2642165
4.28,171.5,1372,8,2642181
0,0,0,1,2642186
4.5,52,52,1,2642190
4.1,109,109,1,2642197
2.33,0.5,3,6,2642267
4.65,897,3588,4,2642303
4.65,897,3588,4,2642305
4.25,30.5,122,4,2642316
4.5,108,216,2,2642320
4.5,108,216,2,2642322
4.35,140,560,4,2642329
4.8,42,42,1,2642343
5,14,28,2,2642344
4,733,1466,2,2642353
4.6,752.67,2258,3,2642369
3.9,227.14,1590,7,2646104
3.5,45,135,3,2646139
4.2,284.5,1138,4,2646155
4.5,323,646,2,2646165
4.4,315.5,631,2,2646180
4.9,14,14,1,2646241
4.62,561,2805,5,2646264
3.8,5,10,2,2646288
3.8,5,10,2,2646289
3.8,5,10,2,2646290
4.4,534.33,4809,9,2646294
4.4,534.33,4809,9,2646295
4.3,357,357,1,2646299
4.9,79,158,2,2646313
4.6,18,18,1,2646328
3.32,252.75,1011,4,2646334
3.32,252.75,1011,4,2646336
4.8,71,213,3,2646350
4.1,185,370,2,2646374
4.3,192.33,1731,9,2646382
3.9,267,1335,5,2646390
4.3,27,27,1,2646403
4.8,13,39,3,2646408
4.17,69.33,416,6,2646431
4.4,56,56,1,2646438
1,1,1,1,2646453
3,2,2,1,2646461
4.2,81.25,650,8,2646462
3,2,2,1,2646463
2.05,21.5,43,2,2646465
4,404,808,2,2646483
4.02,372.75,1491,4,2646487
4.5,30,60,2,2646496
5,7,7,1,2646521
4.5,34,102,3,2646576
4.8,87,87,1,2646580
4.8,16,16,1,2646586
3.9,57,57,1,2646598
4.47,563.75,2255,4,2646641
4.5,27,54,2,2646656
4.5,27,54,2,2646657
4.5,27,54,2,2646658
4.8,72,144,2,2646659
4.6,922,922,1,2646685
4.6,82,164,2,2646751
4.2,157,314,2,2646764
4.2,157,157,1,2646765
4.1,25,75,3,2646768
4.6,1057,2114,2,2646800
4.5,2,2,1,2646803
4.6,1057,2114,2,2646804
3.9,67.67,203,3,2646809
3.9,67.67,203,3,2646810
4.4,534.33,4809,9,2646817
4.6,156,156,1,2646830
4.6,156,156,1,2646831
4.6,156,156,1,2646833
4.2,87,174,2,2646843
4.6,74,148,2,2646855
0,0,0,1,2646861
4.4,550,1650,3,2646905
3.2,9,18,2,2646915
4.7,1499.5,5998,4,2646916
4.7,1500,3000,2,2646917
4.57,178.29,1248,7,2646954
4.1,202.67,608,3,2646965
4.1,202.67,608,3,2646966
4.4,10,10,1,2647032
4.35,73.5,147,2,2647052
4.1,16,32,2,2647060
4.02,163,978,6,2647064
4.8,53,53,1,2647065
4.8,32,64,2,2647067
4.8,32,64,2,2647068
5,7,14,2,2647070
5,7,14,2,2647075
5,7,14,2,2647076
4.7,112,112,1,2647081
4.2,344,1376,4,2647082
4.3,139,139,1,2647106
4.3,139,278,2,2647110
4.42,929.75,3719,4,2647111
4.02,516,2580,5,2647118
4.45,1263,5052,4,2647132
3.9,299,299,1,2647136
3.9,299,299,1,2647137
4.9,52,104,2,2647154
4.8,94,376,4,2647156
4.3,183,366,2,2647232
4.3,183,366,2,2647233
4.3,183,183,1,2647234
4.3,3,3,1,2647236
4.4,369,738,2,2647241
4,4,4,1,2647249
4.14,23.2,116,5,2647270
4.14,23.2,116,5,2647271
3,41,41,1,2647287
3.2,14,112,8,2647291
3.2,14,112,8,2647294
3.4,27,54,2,2647297
4.5,15,30,2,2647298
4.5,15,30,2,2647299
4.4,183,366,2,2647310
4.8,25722,25722,1,2647342
4.8,25722,25722,1,2647343
4.8,25723,25723,1,2647345
4.8,25722,25722,1,2647346
4.8,25722,51444,2,2647347
4.1,95,95,1,2647361
4.1,95,95,1,2647363
3.5,24,48,2,2647371
3.7,30,30,1,2647372
4.4,8,8,1,2647373
4.1,29,58,2,2647374
4.6,9,9,1,2647375
3,2,2,1,2647376
5,9,18,2,2647430
4.8,10,40,4,2647459
4.9,25,75,3,2647666
4.6,2200,2200,1,2647676
4.6,2200,2200,1,2647677
4.6,2200,2200,1,2647682
4.6,2200,2200,1,2647683
4.6,2200,2200,1,2647684
4.6,2200,2200,1,2647686
4.4,115,115,1,2647711
0,0,0,1,2647717
4.93,76,228,3,2647720
3.61,326,2608,8,2647734
4.4,24,48,2,2647766
4.4,24,48,2,2647767
4.5,201,201,1,2647772
4.8,22,88,4,2647777
4.6,50,100,2,2647808
4.9,37,37,1,2647825
4.5,15,15,1,2647834
4.8,8,8,1,2647850
4.9,14,14,1,2647864
1.7,1.25,5,4,2647867
4.7,219,438,2,2647872
4.5,6,6,1,2647889
4.5,6,6,1,2647890
4.75,56,336,6,2647897
5,1,3,3,2647920
5,1,3,3,2647921
3.6,57,57,1,2647922
4.5,63,63,1,2652289
4.5,63,63,1,2652291
3.3,585.25,2341,4,2652292
3.37,7.67,46,6,2652316
4.15,20.5,41,2,2652334
4.03,13,52,4,2652349
4.2,12,12,1,2652353
4,337,337,1,2652368
3.9,138,276,2,2652370
4.6,8,16,2,2652423
4.5,40,80,2,2652430
4.5,40,80,2,2652431
4.5,40,80,2,2652435
4.7,202,202,1,2652450
1.33,10.67,32,3,2652554
4.5,46,92,2,2652613
4.5,46,46,1,2652614
4.3,601,601,1,2652653
3.5,42,126,3,2652664
5,7,21,3,2652683
3.62,14,126,9,2652697
4.5,867,867,1,2652735
4.5,867,1734,2,2652736
4.5,867,867,1,2652739
4.5,13,13,1,2652742
4.5,13,13,1,2652744
4.5,13,13,1,2652745
4.7,19,38,2,2652767
4.7,19,38,2,2652768
3.9,234,234,1,2652807
0,0,0,1,2652809
3.9,86,86,1,2652810
3.9,86,86,1,2652811
3.9,86,86,1,2652812
4.4,181,362,2,2652861
4.4,134.8,674,5,2652870
4.3,256,256,1,2652873
4.6,235,705,3,2652875
4.7,31,62,2,2652905
4.7,31,62,2,2652906
4.1,385,770,2,2652916
4.1,385,385,1,2652918
4.2,509,3054,6,2652928
4.33,607,5463,9,2652969
4.7,69,138,2,2652970
4.1,52,104,2,2653011
4.1,52,104,2,2653012
4.6,197,197,1,2653014
0,0,0,1,2653036
0,0,0,1,2653037
4.35,140,840,6,2653040
2.5,4,4,1,2653041
2.5,5.25,21,4,2653129
4.1,361.75,2894,8,2653224
4.3,1901,5703,3,2653227
0,0,0,2,2653233
5,6,12,2,2653246
4.7,18,36,2,2653259
4.7,18,36,2,2653260
4.4,8,24,3,2653270
4.5,509,509,1,2653273
4.5,509,509,1,2653274
4.5,509,509,1,2653275
4.8,52,104,2,2653276
4.5,509,509,1,2653277
4.06,403.2,2016,5,2653304
4.06,403.2,2016,5,2653305
4.27,912.14,6385,7,2653325
4.55,67,268,4,2653357
0,0,0,2,2657694
4.2,19,38,2,2657719
4.1,95,95,1,2657727
4.06,403.2,2016,5,2657735
4.06,403.2,2016,5,2657736
4.1,19,76,4,2657752
5,1,3,3,2657807
4.5,867,867,1,2657816
5,20,40,2,2657829
4.9,14,14,1,2657892
4.6,183,183,1,2657906
4.6,288,576,2,2657949
4.6,288,576,2,2657950
4.5,57,114,2,2657954
0,0,0,2,2657968
4.45,789.25,6314,8,2657982
4.5,48,48,1,2658005
4.5,48,48,1,2658006
4.55,573.5,1147,2,2658048
4.55,573.5,1147,2,2658050
4.55,573.5,1147,2,2658051
4.55,573.5,1147,2,2658052
4.55,573.5,1147,2,2658053
4.55,573.5,1147,2,2658054
4.58,2.5,10,4,2658060
3.9,67.67,203,3,2658078
5,1,2,2,2658088
5,4,4,1,2658160
5,4,4,1,2658161
4.35,219.5,878,4,2658169
4.35,219.5,878,4,2658170
4.35,219.5,439,2,2658171
4.55,222,1332,6,2658196
4.65,9.5,19,2,2658213
4.65,9.5,19,2,2658214
4.65,9.5,19,2,2658215
4.6,112,112,1,2658219
4.5,276,552,2,2658221
4.8,4,4,1,2658225
4,2,2,1,2658241
4.5,15,30,2,2658249
4,32,32,1,2658272
4.2,154,154,1,2658305
3.25,19.5,78,4,2658340
4.55,60.5,121,2,2658379
4.2,82.67,744,9,2658395
4.35,180,360,2,2658410
4.1,152,608,4,2658415
0,0,0,1,2658446
2,30,60,2,2658456
4.5,89,178,2,2658471
4.6,19,19,1,2658523
4.6,39,117,3,2658537
4.12,261,2088,8,2658560
4.2,98,196,2,2658561
4.2,288,576,2,2658568
4.2,288,576,2,2658569
4.2,288,576,2,2658570
4.2,288,576,2,2658572
4.2,288,576,2,2658573
4.2,288,576,2,2658575
4.85,14,56,4,2658602
4.5,15.43,108,7,2658606
4.5,15.43,108,7,2658608
4.5,15.43,108,7,2658609
4.6,3332,3332,1,2658647
4.6,3332,3332,1,2658648
3.1,206.67,620,3,2658665
3.1,206.67,620,3,2658666
4.8,25722,25722,1,2658671
0,0,0,1,2658718
4.1,9,9,1,2658729
3.75,119.5,239,2,2658781
4.37,614.33,1843,3,2658788
4.15,199.5,399,2,2658802
3.9,130,1040,8,2658824
4.8,1086,2172,2,2658842
4.1,810.5,4863,6,2658877
5,13,26,2,2658879
3.7,90,180,2,2658899
4.37,614.33,5529,9,2658933
4.2,95,380,4,2658934
3.7,3,3,1,2658977
4,23,23,1,2659009
4,23,23,1,2659012
4.3,6,6,1,2659019
4.2,509,1018,2,2659107
4.37,614.33,5529,9,2659113
4.28,120,480,4,2659138
4.6,14,14,1,2659159
4.8,72,72,1,2659160
4.8,72,72,1,2659161
4.4,616,616,1,2659206
0,0,0,1,2659209
4.6,11,22,2,2659225
4.63,22,132,6,2659226
4.63,22,132,6,2659229
4,65.5,262,4,2659232
4.6,5,5,1,2659235
4,87,174,2,2659333
4.5,4,8,2,2659350
4.5,4,8,2,2659351
4.1,372,372,1,2663449
5,2,2,1,2663484
4.9,39,39,1,2663526
4.5,37,37,1,2663535
4.5,37,37,1,2663536
4.5,37,37,1,2663537
3.8,22,132,6,2663543
4.35,219.5,439,2,2663587
4.6,74,148,2,2663627
4.7,574,574,1,2663628
4.9,13,39,3,2663629
4.55,209.5,419,2,2663633
5,3,3,1,2663673
4.1,36,108,3,2663700
4.1,66,198,3,2663706
4,87,87,1,2663711
4.5,175,175,1,2663712
4.8,6,6,1,2663727
4.3,101,202,2,2663729
4.4,5,5,1,2663744
4.65,32,128,4,2663751
